month_date_yyyymm,state,state_id,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_feet,median_listing_price_per_square_feet_mm,median_listing_price_per_square_feet_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy
201911,district of columbia,dc,689950,0.0146,0.1039,1655,-0.0299,-0.1005,41,0.3016,0.0123,756,-0.2059,-0.0735,12,-0.25,-0.625,536,-0.1519,-0.0759,291,0.0858,-0.1313,500,0.0047,0.0014,1400,0.0036,0.0828,984598,0.0201,0.081
201911,montana,mt,350050,-0.0342,0.0167,6113,-0.1396,-0.2173,106,0.1277,-0.0742,928,-0.254,-0.1744,32,0.3333,-0.2,832,-0.2778,-0.1713,1494,-0.1593,-0.0423,171.3240186,-0.0035,0.0661,2158,-0.0067,0.0049,619466,0.0134,0.0589
201911,new jersey,nj,389050,-0.0026,0.088,43633,-0.0729,-0.1091,66,0.1379,-0.0149,10980,-0.1967,-0.0973,360,-0.0217,-0.1262,9132,-0.2192,-0.165,2387,0.8766,1.6231,64.3125,-0.1917,0.2428,800,-0.1061,-0.0025,554028,-0.0055,0.0457
201911,missouri,mo,199950,-5.00E-04,0.0525,23150,-0.0452,-0.124,71,0.0758,-0.0719,6000,-0.2492,-0.0809,212,-0.1587,0.2326,5472,-0.2005,-0.0982,10060,-0.0527,0.6675,108.984375,0.0024,0.0723,1758,-0.0099,0.0257,276893,-0.0041,0.0386
201911,south carolina,sc,276482,-0.0056,0.0217,28533,-0.0246,-0.0599,80,0.0127,-0.0857,7120,-0.1179,0.0137,840,0.1864,0.129,7300,-0.1234,0.0482,10239,-0.0228,0.0926,108.609375,-0.0052,-0.0939,1551,-0.0099,-0.1364,418430,-0.0086,0.033
201911,north carolina,nc,310050,-0.0069,0.0877,43124,-0.0412,-0.1383,80,0.0256,-0.1837,11632,-0.1576,0.0196,808,-0.2047,-0.2628,10008,-0.2213,-0.0977,16336,-0.0355,0.1967,132.046875,-0.0016,0.0575,1954,-0.0134,-0.0367,414721,-0.0013,0.0894
201911,alaska,ak,289550,4.00E-04,0.0303,2956,-0.1107,-0.1142,94,0.1463,-0.06,500,-0.269,-0.031,24,-0.1429,0.2,644,-0.3,-0.0904,82,-0.012,,165.6716418,0.0049,0.0034,1735,-0.0209,0.0041,326884,0.0013,0.0096
201911,kentucky,ky,208800,-0.0058,0.0559,14687,-0.0427,-0.1061,71,0.0677,-0.0719,3828,-0.1821,-0.0468,168,0.6154,0.5556,3380,-0.1952,-0.1386,5631,-0.0584,0.0713,104.5112782,0.0036,0.0951,1862,-0.0185,0.0408,280015,-0.0011,0.045
201911,indiana,in,194950,-0.025,0.0828,19481,-0.0462,-0.131,60,0.0619,-0.0698,5840,-0.2517,-0.1304,196,-0.1695,-0.0392,6092,-0.2234,-0.1247,6101,-0.0949,1.0357,96.15384615,-0.0034,0.0619,1966,-0.015,0.0234,260667,-0.0157,0.0472
201911,minnesota,mn,279950,-2.00E-04,0.0303,20659,-0.1116,0.0351,63,0.1053,-0.0526,5296,-0.3221,0.0483,196,0.1667,0.1951,4592,-0.347,-0.0288,7488,-0.1088,-0.1231,143.75,-5.00E-04,0.0452,1975,0,-0.0338,366113,0.001,0.0105
201911,idaho,id,359950,-1.00E-04,0.0909,7624,-0.1034,-0.1241,66,0.1,-0.0704,2172,-0.2855,-0.104,148,0.0571,-0.3509,1720,-0.3395,-0.1502,820,-0.1028,0.9026,170.8015267,-0.0027,0.0769,2179,-0.0021,0.0128,564365,0.0044,0.0823
201911,california,ca,575050,-0.0085,0.0659,79099,-0.0873,-0.1518,59,0.1132,0.2041,29080,-0.181,-0.1639,1436,-0.0865,-0.1201,20540,-0.2145,-0.2033,43289,-0.0352,0.3062,312,-0.0119,0.048,1851,-0.0013,0.0283,1191418,0.0197,0.2088
201911,arizona,az,350050,-0.0275,0.071,22017,-0.0126,-0.1987,55,0.0377,-0.009,8916,-0.135,-0.1394,768,0.0787,0.2715,8736,-0.0349,-0.2768,13536,-0.0403,0.172,175.8035173,-0.0014,0.0651,2092,-0.0146,0.0145,558223,-0.001,0.0975
201911,new mexico,nm,255050,-0.019,0.0629,7609,-0.0643,-0.1769,85,0.0692,-0.0909,1840,-0.1771,-0.0669,84,-0.2222,-0.1923,1640,-0.1028,-0.0989,2690,-0.1036,0.0975,129.3908629,-0.0085,0.0692,1958,-0.0043,0.0135,380930,-0.0223,0.0385
201911,nevada,nv,335050,-0.0144,0,12740,0.018,0.0835,58,0.0741,0.1717,4140,-0.1339,-0.0676,292,0.0429,0.0896,3704,-0.2538,-0.2212,1688,-0.4523,-0.2881,178.9627465,-0.0086,0.008,1859,-0.0114,-0.018,581185,-0.0282,-0.0182
201911,colorado,co,474950,0.0072,0.0571,24019,-0.0961,-0.0168,71,0.1181,0.1008,6912,-0.2761,-0.1538,524,-0.0903,0.1391,6556,-0.3122,-0.073,11703,-0.138,0.0663,203,0.0097,0.0978,2315,-0.0168,-0.0354,869899,0.0204,0.0422
201911,mississippi,ms,199550,-0.002,0.05,10364,-0.016,-0.0985,93,0.0054,-0.0837,2156,-0.0833,0.0548,84,0.2353,-0.1923,1720,-0.1932,-0.1434,2517,-0.1062,0.2338,95.90618337,-0.0043,0.0494,1986,-0.0065,0.029,262216,-0.0014,0.0439
201911,illinois,il,229950,-0.0636,-0.0399,57779,-0.0319,0.0528,64,0.0492,-0.0078,14156,-0.2702,-0.0427,352,0.1733,0.0115,12888,-0.287,-0.0831,19986,-0.0607,0.0986,114.0625,-0.0458,-0.0134,1710,-0.0184,-0.0121,341438,-0.0388,-0.0409
201911,louisiana,la,227378,-0.0073,0.0288,18627,-0.0266,-0.072,88,0.0233,-0.0056,3960,-0.0687,-0.0139,144,0.0909,-0.0526,3992,-0.2104,-0.054,4416,-0.0574,0.4594,116.9375,-0.0021,0.0254,1928,-0.0016,0.0396,301886,-0.002,0.033
201911,texas,tx,289950,-0.008,0.012,103763,-0.0388,-0.0331,66,0.0313,-0.0571,30084,-0.133,-0.0368,2912,-0.1965,0,29568,-0.2066,-0.0194,35504,-0.0423,0.0716,131.0625,-0.0012,0.0379,2205,-0.007,-0.0141,407711,-0.005,0.0197
201911,washington,wa,460000,-0.0108,0.0549,17124,-0.14,-0.1628,58,0.1485,0.0642,6064,-0.2521,-0.1435,468,0.0734,0.5395,4380,-0.3165,-0.3135,10590,0.0395,0.3782,226.0556128,-0.0066,0.0636,2026,-0.0037,0.0025,641965,-0.0046,0.0613
201911,ohio,oh,179950,-0.0299,0.0588,31290,-0.044,-0.1306,59,0.0536,-0.0709,10372,-0.2285,-0.1086,408,0.2143,0.7895,10212,-0.1941,-0.0381,17303,-0.0593,0.0934,94.578125,-0.016,0.0577,1710,-0.0124,0.0182,255070,-0.0272,0.0252
201911,tennessee,tn,284950,-0.0159,0.0591,26955,-0.0168,-0.1424,60,0.0526,-0.0909,8736,-0.1429,-0.0574,460,-0.1786,-0.1606,7088,-0.0819,-0.0574,9468,-0.1264,0.0272,126.9765625,-9.00E-04,0.0556,2002,-0.0104,0.0248,401441,0.0149,0.1088
201911,wisconsin,wi,244950,-0.0045,0.0652,19937,-0.1,-0.0893,77,0.1241,-0.061,4464,-0.2986,-0.0692,108,0.2273,0.125,3968,-0.3097,-0.0729,6385,-0.1423,0.0345,129,-0.0031,0.0487,1778,-0.007,0.0059,321922,0.0028,0.0465
201911,west virginia,wv,168950,-0.0059,0.0057,7851,-0.038,-0.081,98,0.0481,-0.0439,1396,-0.1253,-0.0279,60,0.5,0.0714,1268,-0.1995,0.0226,1732,-0.0478,0.1726,84.21750663,-0.0148,0.0063,1680,-0.0088,-6.00E-04,226816,-0.0143,-0.0111
201911,virginia,va,320050,-0.0169,0.0686,31521,-0.0572,-0.1997,70,0.0448,-0.0968,9448,-0.1094,-0.0117,468,-0.1397,-0.1986,7176,-0.1342,-0.1223,8807,-0.0647,0.0178,146.875,-0.0049,0.0521,2114,-0.0089,0.0494,452808,-0.0075,0.0917
201910,iowa,ia,200050,-0.0338,5.00E-04,15325,-0.0045,0.07,71.5,0.0438,0,4144,-0.0807,0.0814,288,0.0909,0.9459,4964,-0.004,0.4617,4464,-0.08,0.0588,122.1223262,-0.0055,0.0413,1621,-0.0046,-0.0182,244970,-0.0136,0.0176
201910,south dakota,sd,239950,0,0.0307,4160,-0.0507,0.0489,59,0.0826,0.0085,1164,-0.0703,0.0283,32,0.1429,0.3333,788,-0.1205,0.0707,473,0.9465,1.0128,121.1371641,-0.0032,0.0186,1972,-5.00E-04,0.0041,303993,6.00E-04,0.0471
201910,vermont,vt,287050,0.007,0.0061,4965,-0.0595,-0.1302,118,0.0926,-0.0407,764,-0.1239,0.0977,20,0,-0.1667,740,-0.2418,0.0393,989,-0.3353,0.0578,146.2030735,0.007,0.0231,2001,5.00E-04,-0.0047,407786,0.0099,0.0212
201910,maine,me,259950,-2.00E-04,0.0589,8738,-0.0516,-0.1744,95,0.1176,-0.1121,1668,-0.2162,-0.0855,32,-0.3846,-0.6,1752,-0.1813,-0.172,1063,-0.07,-0.2103,153.0338095,3.00E-04,0.0631,1700,0,-0.0053,386997,0.0023,0.0791
201910,massachusetts,ma,522500,0.0049,0.0728,20420,-0.0046,-0.067,57.5,-0.0574,0.0455,7784,-0.2296,-0.0698,172,-0.1731,-0.0851,7020,-0.0415,-0.1359,3539,-0.7343,0.2523,265.8977122,0.0035,0.0702,1924.5,0,0.0084,818069,0.0073,0.1003
201910,oklahoma,ok,210049.5,5.00E-04,0.1058,14588,-0.0211,-0.1923,64,-0.0078,-0.1111,4496,-0.0294,-0.0149,168,0.1053,-0.475,3888,-0.0581,-0.1811,2568,-0.0746,0.0297,104.0101115,0.003,0.0806,1957.5,8.00E-04,0.0415,283399,-0.0024,0.0863
201910,arizona,az,359950,5.00E-04,0.1074,22299,0.0314,-0.1632,53,-0.0783,-0.0364,10308,0.0437,-0.0348,712,-0.3407,-0.2124,9052,0.0438,-0.2284,14105,-0.0165,0.9683,176.0523473,0.0061,0.0709,2123,-0.0056,0.0291,558808,0.0124,0.1155
201910,pennsylvania,pa,224950,-2.00E-04,0.1103,43193,-0.017,-0.1364,73,0.0139,-0.0395,13320,-0.0583,-0.0688,460,-0.1085,-0.3072,13400,-0.027,-0.1276,9510,-0.0068,0.1729,108.8715785,0.1238,0.1493,1695,0.1014,0.124,321853,0.0092,0.0737
201910,virginia,va,325558,-0.0133,0.0854,33434,-0.0394,-0.1932,67,0.0075,-0.0822,10608,-0.0955,-0.0912,544,-0.0933,-0.1392,8288,-0.0783,-0.2205,9416,-0.0877,0.1056,147.5947266,1.00E-04,0.0489,2133,-0.0056,0.0541,456224,1.00E-04,0.0978
201910,alabama,al,235050,-0.0048,0.0934,22243,-0.0106,-0.129,78,0,-0.1333,5692,-0.0925,0.0402,596,0.5521,0.1462,4760,-0.0302,-0.06,2646,-0.0468,0.4475,108.4344971,0.0034,0.0784,1992,-0.0013,0.0176,307264,-0.0141,0.0766
201910,new york,ny,474549.5,0.0161,0.1047,74772,-0.0132,-0.0201,81.5,-0.0061,0.0124,17352,-0.1916,-0.1345,508,-0.1589,-0.244,16252,-0.1164,-0.0632,26813,0.0202,1.0504,157.03125,0.0042,0.0848,1504,-7.00E-04,-0.0095,1030498,0.0244,0.0362
201910,arkansas,ar,192550,0.0132,0.0408,14308,-0.0269,-0.154,82.5,0.0185,-0.0462,3460,-0.0526,-0.0598,104,0.2381,-0.1613,2676,-0.0669,-0.1401,2753,-0.0418,0.1902,96.43025855,0.0098,0.0477,1907.5,-0.0016,0.0597,264882,0.0076,0.056
201910,new hampshire,nh,342000,0.0059,0.0544,5980,-0.0587,-0.1551,71.5,0.0438,-0.0714,1864,-0.1781,0.1017,76,0.1176,0.2667,1576,-0.1106,-0.0025,2269,-0.421,0.029,169.1624863,0.0037,0.0598,1991,-0.0104,0.0045,443269,-0.0108,0.0431
201910,kentucky,ky,210025,-0.0163,0.0528,15342,-0.0093,-0.0787,66.5,0.0153,-0.0828,4680,-0.0795,-0.025,104,-0.1034,-0.35,4200,-0.0683,-0.0625,5980,-0.0659,0.0382,104.1358874,0.007,0.0954,1897,-0.0073,0.0539,280312,-0.0017,0.0374
201910,indiana,in,199950,0,0.0929,20424,-0.11,-0.1175,56.5,0.0089,-0.0504,7804,-0.0836,-0.0575,236,0.2292,0.0172,7844,-0.0411,-0.0568,6741,-0.2616,1.0347,96.47757926,0,0.0644,1996,0.0053,0.0252,264838,7.00E-04,0.057
201910,district of columbia,dc,680000,0.0225,0.0708,1706,0.0333,-0.0713,31.5,0.0862,0.0161,952,-0.2468,-0.1086,16,0,-0.3333,632,0.1704,-0.1222,268,0.1652,-0.2966,497.6515044,0.0143,-0.0363,1395,0.016,0.0801,965165,0.0118,0.0438
201910,new mexico,nm,260000,2.00E-04,0.0832,8132,-0.0231,-0.1661,79.5,0.0127,-0.0914,2236,-0.0193,-0.0379,108,0.1739,0.08,1828,-0.0558,-0.1004,3001,-0.0654,0.1516,130.4994159,0.0055,0.073,1966.5,0.0031,0.0181,389637,0.0026,0.0407
201910,washington,wa,465025,-0.0086,0.0586,19912,0.0073,-0.1184,50.5,0.0306,0.0632,8108,-0.1624,-0.0902,436,0.1354,0.0686,6408,-0.111,-0.2829,10188,-0.0514,0.2139,227.5546875,0.0038,0.0684,2033.5,-0.01,0.0015,644956,-0.0057,0.0597
201910,mississippi,ms,199944,2.00E-04,0.0277,10532,-0.0219,-0.1046,92.5,0.0054,-0.0513,2352,-0.0531,0.0051,68,-0.3704,-0.2273,2132,-0.0414,-0.0873,2816,-0.0512,0.3359,96.31671766,0.0016,0.0524,1999,0.003,0.0294,262588,-9.00E-04,0.0416
201910,california,ca,580000,-0.0086,0.0738,86664,-0.0479,-0.0852,53,0.0192,0.1778,35508,-0.1695,-0.126,1572,-0.0775,-0.0296,26148,-0.1027,-0.1494,44869,-0.0559,0.2533,315.75,-0.002,0.0591,1853.5,-0.0046,0.0249,1168440,0.0086,0.1895
201910,utah,ut,407050,0.0372,0.0571,12610,-0.2059,-0.0469,57,0,0.0962,4836,-0.1239,-0.0584,380,-0.0404,0,4164,-0.063,-0.1296,7203,-0.1833,0.0468,158.4068173,0.019,0.0836,2601,0.0204,-0.0196,678062,0.076,0.0738
201910,north dakota,nd,229800,-9.00E-04,-0.007,3835,-0.041,-0.0362,76.5,0.0338,-0.0613,784,-0.1765,-0.0798,44,0.5714,0.8333,872,-0.1102,0.014,263,-0.0259,0.414,110.8572782,-0.0039,0.0074,2115.5,-0.0014,-0.0142,273946,-0.0053,-0.0133
201910,minnesota,mn,280000,-0.0174,0.018,23255,-0.0423,0.0615,57,0.0755,-0.0579,7812,-0.1993,0.1509,168,-0.1429,0.0769,7032,-0.1044,0.0987,8402,-0.0741,-0.1557,143.828125,0.0047,0.0437,1975,-0.0088,-0.0436,365734,-0.0014,-0.0038
201910,texas,tx,292300,-0.004,0.0112,107957,-0.0367,-0.0124,64,0.0159,-0.0448,34700,-0.0316,0.0619,3624,0.0747,0.2343,37268,-0.0435,0.0481,37072,-0.1618,0.0811,131.21875,0.0011,0.0395,2220.5,-0.0038,-0.0122,409751,0.001,0.0208
201910,louisiana,la,229050,-0.002,0.0315,19137,-0.0283,-0.0549,86,0.0058,0,4252,-0.0748,-0.061,132,-0.3265,-0.2979,5056,-0.0525,0.004,4685,-0.0839,0.4568,117.1864474,0.0016,0.0278,1931,-0.0072,0.0373,302490,0.0011,0.0298
201910,wisconsin,wi,246050,-0.0059,0.0606,22153,-0.0561,-0.0572,68.5,0.0379,-0.0867,6364,-0.1465,0.046,88,-0.2143,-0.3889,5748,-0.1036,-0.0178,7444,-0.349,0.0483,129.40625,-0.009,0.046,1790.5,-0.0058,0.009,321017,-0.008,0.031
201910,tennessee,tn,289550,-0.0014,0.0726,27416,-0.0219,-0.14,57,0,-0.0806,10192,-0.0545,-0.0113,560,-0.0345,-0.0789,7720,-0.0417,-0.1267,10838,-0.2677,0.1041,127.0968467,0.0051,0.06,2023,-0.0066,0.0311,395549,-0.0176,0.0897
201910,colorado,co,471562,0.0011,0.048,26573,-0.0429,0.0353,63.5,0.0763,0.0763,9548,-0.1571,0.0038,576,-0.1955,0,9532,-0.1207,0.0236,13576,-0.0696,0.1441,201.047833,0.0037,0.0868,2354.5,0.0017,-0.0188,852477,0.0028,0.0286
201910,new jersey,nj,390049.5,0.0014,0.0835,47062,-0.0425,-0.078,58,-0.0866,-0.1212,13668,-0.1744,-0.0934,368,0.0824,-0.2868,11696,-0.0741,-0.1423,1272,-0.0407,0.3446,79.5625,0.2807,0.56,895,0.0968,0.1187,557075,0.0095,0.0469
201910,rhode island,ri,367450,-0.0054,0.05,3662,-0.0169,-0.1717,52,-0.0189,-0.0631,1448,-0.1502,-0.1171,12,-0.4,-0.5714,1020,-0.0449,-0.2202,2301,-0.0612,0.0398,219.3918294,-7.00E-04,0.0438,1652,-0.0036,0.0129,604158,0.0076,0.0751
201910,oregon,or,420775,-0.0101,0.0024,17107,-0.0715,-0.0797,63.5,0.0672,-0.0231,5496,-0.1627,-0.0791,340,0.0759,-0.0761,5932,-0.1199,-0.0812,2222,-0.0652,0.1088,216.7320527,-0.0023,0.0238,1980,-0.002,-0.0078,555478,1.00E-04,0.0033
201910,nevada,nv,339950,-3.00E-04,0,12515,-0.0292,0.0974,54,0.0189,0.2414,4780,-0.0213,-0.0025,280,0.129,-0.0411,4964,-0.0935,-0.0417,3082,-0.0641,0.2086,180.5108286,-0.0029,0.0121,1880.5,-0.0027,-0.0154,598050,0.0025,-0.0038
201910,west virginia,wv,169950,-0.0286,0.0059,8161,-0.0222,-0.0695,93.5,0.0163,-0.0459,1596,-0.1231,0.0364,40,-0.5238,-0.5238,1584,-0.0855,-0.0246,1819,-0.189,0.1215,85.48473757,-0.0038,0.017,1695,-0.0056,0.0083,230100,-0.0102,0.0034
201910,delaware,de,325050,0,0.0837,4357,0.0028,-0.1874,85,-0.071,-0.0503,1356,0.1414,-0.0342,124,0.069,-0.2439,1092,-0.0036,-0.1702,440,0.0115,1.2111,150.5716822,-0.0038,0.0612,1988,3.00E-04,0.0463,424215,0.0054,0.0749
201910,florida,fl,330682,0.0021,0.0173,138762,0.0059,-0.0591,78.5,-0.0542,-0.0063,41340,0.0366,-0.0079,3188,-0.016,-0.0743,37904,0.0151,-0.0915,50888,-0.0101,0.0977,181.5078125,0.0038,0.0332,1757.5,-0.0011,0,640761,0.0078,0.0329
201910,kansas,ks,195775,0.0167,0.0892,9942,-0.0279,-0.1149,68,0.0303,-0.049,3112,-0.0804,-0.1268,140,-0.186,-0.2045,2768,-0.0455,-0.0859,4163,0.8388,3.0894,95.04734552,0.0087,0.1205,2026,0.005,0.0465,283666,0.0168,0.09
201910,idaho,id,359995,-0.0224,0.0911,8503,-0.0234,-0.0925,60,0.0435,-0.0698,3040,-0.0512,0.06,140,-0.2857,-0.2553,2604,-0.1155,-0.0895,914,0.0247,0.8244,171.2662882,-0.0012,0.0764,2183.5,-0.0102,0.0135,561885,-0.0084,0.0689
201910,illinois,il,245558,-0.0168,0.0041,59680,-0.0197,0.0264,61,0.0427,0.0252,19396,-0.1436,0.0366,300,0.087,-0.3304,18076,-0.1082,0.0049,21277,-0.0471,0.0703,119.53125,-0.0036,0.0293,1742,-0.0097,-0.0031,355208,-0.0123,-0.0095
201910,wyoming,wy,263771.5,-0.0039,0.0517,3448,-0.0641,-0.1434,87,0.0875,-0.0745,692,-0.1878,-0.0598,20,0,-0.375,560,-0.1667,-0.0278,657,-0.0668,0.1231,123.006295,-0.0036,0.0566,2133.5,-0.0063,-0.0123,667579,0.0373,0.2699
201910,north carolina,nc,312198,-0.0087,0.0877,44978,-0.0168,-0.1285,78,0.0065,-0.1658,13808,0.0049,0.0794,1016,0.0672,-0.1088,12852,-0.0258,0.0165,16938,-0.0606,0.1977,132.2556601,0.0091,0.0628,1980.5,0.0013,-0.0318,415244,-0.0046,0.0841
201910,south carolina,sc,278046,-0.0052,0.03,29253,-0.0019,-0.0459,79,-0.0063,-0.0595,8072,-0.0539,0.012,708,-0.038,-0.1611,8328,-0.0562,0.042,10478,-0.1246,0.0973,109.1824128,0.0089,-0.0817,1566.5,0.01,-0.1268,422081,-0.0116,0.0391
201910,ohio,oh,185500,-0.0211,0.0676,32729,-0.0029,-0.1174,56,0.037,-0.0744,13444,-0.0454,-0.0053,336,0.2353,0.1831,12672,-0.0198,-0.0449,18393,-0.0565,0.0682,96.11708048,0.0016,0.0704,1731.5,-0.0072,0.0179,262191,-0.0074,0.0473
201910,georgia,ga,294000,2.00E-04,0.0317,71852,-0.0333,-0.0032,63,0.008,-0.0308,24112,-0.0693,0.0143,2412,0.1641,-0.0398,21916,-0.0531,0.0676,28995,-0.0203,0.1151,110.7723214,0.0204,0.0819,2048.5,0.0237,0.0154,394910,0.0047,0.014
201910,nebraska,ne,234750,-0.0011,0.0207,6272,0.0174,0.0754,48.5,-0.03,-0.049,2520,0.0016,0.1372,48,-0.4,-0.2,1540,-0.0179,0.0294,408,-0.0748,-0.6551,114.2835273,-0.004,-0.0037,1923.5,-0.0105,0.044,283182,-0.0063,0.0055
201910,maryland,md,345000,-0.009,0.047,20950,-0.0142,-0.1196,56,-0.0261,-0.0667,7804,-0.0862,-0.0643,396,-0.0833,-0.1466,7296,-0.0141,-0.1339,2766,0.0594,-0.1471,166.4424108,-5.00E-04,-0.0039,1923.5,-0.0075,0.0598,455001,0.0043,0.0498
201910,michigan,mi,215090,-0.0212,0.0757,43164,-0.0414,-0.0159,59.5,0.0439,-0.0775,14220,-0.1211,0.0077,384,-0.04,-0.1351,13272,-0.089,0.0263,5992,-0.1445,0.1082,124.6826923,-0.0027,0.0544,1684,-0.008,0.0066,302346,-0.0151,0.0238
201910,missouri,mo,200050,-0.0148,0.0285,24245,0.0033,-0.1091,66,-0.0149,-0.0897,7992,-0.0513,0.004,252,0.0328,0.125,6844,-0.0355,-0.0913,10620,0.1545,0.5488,108.7228261,-1.00E-04,0.0757,1775.5,0.0025,0.0341,278045,-0.0108,0.0341
201910,connecticut,ct,359950,0.0039,0.0286,22102,-0.0238,-0.1037,77,-0.0128,-0.0994,4636,-0.1855,-0.0228,84,-0.475,-0.4615,5224,-0.1276,-0.0665,102,-0.2154,0.4571,169.6165341,0.0024,-0.0391,2108.5,0.0089,0.101,722921,0.0113,0.002
201910,montana,mt,362450,0.0012,0.0659,7105,-0.041,-0.1905,94,0.0805,-0.0829,1244,-0.2046,-0.1526,24,-0.4,-0.4,1152,-0.2672,-0.191,1777,-0.1057,0.0201,171.9292672,0.0095,0.077,2172.5,-0.003,0.0032,611255,0.0113,0.0538
201910,alaska,ak,289425,-0.0022,0.0372,3324,-0.0689,-0.0938,82,0.0861,-0.0734,684,-0.1857,-0.0707,28,-0.125,0,920,-0.1844,-0.1221,83,,,164.8572086,0.0011,-7.00E-04,1772,-0.0017,0.0255,326465,-0.0071,0.0181
201910,hawaii,hi,680050,-0.0058,-0.0037,5944,-0.0037,0.0275,79,0.0128,-0.0539,1652,-0.0096,-0.0024,32,-0.3846,-0.5789,1180,-0.0422,0.0034,928,0.0311,0.063,510.8603164,-0.0061,0.0329,1315,0.0054,-0.0324,1307579,0.0257,0.0473
201909,new york,ny,467764.2857,-0.0064,0.0902,75867,-0.0016,0.0078,82,0.0789,0.025,21468,0.0411,0.0534,656,0.0314,-0.1277,19000,0.0444,0.0995,26239,0.3233,0.9086,156.5178571,-0.0118,0.0733,1505,-0.0086,-0.0202,1008226,-0.0103,0.0139
201909,rhode island,ri,369450,-0.0092,0.0264,3725,0.0054,-0.1385,53,-0.0364,0.0192,1688,0.063,-0.0866,16,0,-0.3333,1068,0.1172,-0.1217,2456,0.0037,0.0394,219.544843,-0.0026,0.0369,1658,-0.0084,0.0085,600887,-0.0175,0.0434
201909,vermont,vt,285050,-0.008,0,5279,-0.0032,-0.089,108,0.1489,-0.0182,836,-0.1434,-0.1364,20,0,-0.375,984,0.0041,-0.0391,1493,0.204,0.4975,145.0390499,-0.0011,0.0161,2000.214286,-7.00E-04,-0.0054,403502,-0.0031,0.0159
201909,idaho,id,368250,-0.0036,0.1157,8707,-0.0074,-0.0965,57.5,0.0849,-0.0417,3248,-0.0688,0.0012,248,-0.0606,0.3478,3336,0.0246,0.2265,894,0,0.4035,171.4757752,-0.0046,0.0768,2206.5,0.0016,0.0196,566146,-0.0111,0.0576
201909,tennessee,tn,289950,-0.01,0.0741,27987,0.0128,-0.1145,57,0.0179,-0.0339,10768,-0.0103,-0.0275,628,-0.108,-0.1326,8116,0.0258,-0.0752,14900,0.118,0.418,126.4532942,-0.0018,0.0617,2036.5,-0.0124,0.0322,402352,3.00E-04,0.1134
201909,minnesota,mn,284950,-0.0099,0.036,24283,0.0166,0.0858,53,0.06,-0.0702,9884,-0.012,0.1897,184,-0.2581,-0.3333,7880,0.0535,0.066,9148,-0.0941,-0.1808,143.1534091,0.0016,0.0363,1992.5,-0.0094,-0.0309,366535,-0.0132,-0.0105
201909,alabama,al,236172.5,-0.0104,0.0782,22508,-0.0054,-0.127,78,0.013,-0.0824,6480,0.0112,0.075,376,-0.1532,-0.3286,4952,-0.0499,-0.0396,2766,-0.0093,0.4317,108.1277379,8.00E-04,0.0721,1994.5,-0.0054,0.0094,310535,-0.0067,0.0775
201909,utah,ut,392807.1429,-0.0248,0.0071,15825,0.0403,0.2458,57,0.0962,0.1176,5516,0.0698,-0.0051,400,-0.0385,-0.2063,4500,0.0553,0.0283,8877,0.1362,0.2071,155.667896,-0.0054,0.0634,2554.142857,-0.0192,-0.0523,630622,-0.0293,-0.019
201909,louisiana,la,229500,-0.0022,0.022,19758,-0.0032,-0.0232,85.5,0.0556,0.0427,4924,-0.0089,0.0585,168,0,-0.1923,5392,-0.0316,0.1022,5163,0.1681,0.5453,117.0108498,0.0017,0.0255,1941.357143,0.0107,0.0398,302339,-0.0061,0.0274
201909,wyoming,wy,264835.7143,0,0.0384,3684,-0.0105,-0.1174,80,0.1268,-0.0909,876,-0.1134,0.0478,20,-0.1667,-0.2857,700,-0.0113,0.0355,704,-0.0222,0.1228,123.3576841,0.005,0.0501,2147,0.0096,-0.0133,642758,0.0245,0.2396
201909,massachusetts,ma,521378.5714,-0.0188,0.0641,20514,0.0184,-0.0396,61,0.0167,0.1296,9868,0.1083,0.0666,208,-0.0189,-0.1034,7312,0.1222,-0.1266,13322,0.7839,3.6515,265.2257254,-0.0036,0.0696,1924.5,-0.0193,-0.0065,812998,-0.0236,0.0795
201909,nebraska,ne,234999.5,-0.0238,-2.00E-04,6165,0.0569,0.0812,50,0,-0.0196,2516,0.0016,0.0501,88,-0.6071,0.1579,1624,0.0357,0.0885,443,-0.0089,-0.6473,114.7442531,-0.0068,0.0073,1944,-0.0155,0.044,284654,-0.0229,9.00E-04
201909,arizona,az,359928.5714,0.0013,0.0938,21689,-0.0123,-0.1331,57.5,-0.0574,0.0088,9704,0.0889,-0.0744,904,-0.1067,0.061,8780,0.005,-0.2149,14562,-0.0423,0.9085,175.0839844,0.0031,0.0639,2135.285714,-9.00E-04,0.0291,552694,0.0065,0.1105
